0,1,2,3,4,5,6,7,8,9
83.84098402239559,65.65416719490051,61.54281826734477,65.66913502238023,71.74237291998634,70.29323901238718,69.85625067528224,66.7519276992322,69.01320589980506,68.8204131790787
103.88298700580495,80.72030733420101,78.791397488023,77.9092877724711,80.42473242016513,84.16634915424076,84.10508757637186,87.45163302802462,85.01472471372313,84.91500257864965
93.9517599423562,83.42664571205987,83.55687609341274,86.37486988991998,78.94607288629354,81.71894885230623,80.01959002176379,82.36046147563893,82.83300840852182,82.54039729431207
112.52159847027407,81.06642452136833,78.70972123310835,84.02202959485649,75.15053628940694,82.95663568979714,78.31496815477632,79.49328569791477,77.52985645316765,77.60685967527151
58.14747927752376,43.941456899510186,45.51974276982584,50.56825975610784,48.38527372976833,53.4798191496061,53.551700628222896,57.304099698334944,56.884205820774895,57.79700902448194
62.95521186623843,61.70039322872502,69.10297984731201,70.23139079019359,63.348799588228374,75.4389839811795,70.73671836085802,68.91221242984031,69.33595304771518,69.59072106122716
58.17629475185521,62.082058047631406,66.94155201112105,71.5735185066813,70.45606645725518,74.25580764595611,74.2744263040527,79.10335345912182,79.2914691566977,80.51889613617082
153.75518499673643,98.30787489286438,99.60325804004292,103.4462772256961,96.86889249686955,105.46951547037688,111.48830347193652,110.09777574897029,111.87396703300519,112.1274335708095
93.68922673301324,62.17579570236046,87.1528244333358,95.27116053903187,95.46986190123785,112.8365013042633,116.06083545071672,127.2049309429082,123.71999909383234,124.22228032693957
96.55833387185064,85.71250789518118,93.12876740557535,93.93861758528766,89.69021920481465,89.46660171568831,92.69612705594263,88.66407108349642,88.20578456773967,89.04553250323598
